,vid,type,title,year,pic,ratings-obj,ratings,tags,pop_genre,least_pop_genre,x,y,z
10,018,series,Transformers - The Animated Series,2007,[http://images.adrise.tv/rb-EYDm63_S1-VWpn5TrjP8hEsc=/400x574/smart/img.adrise.tv/4c47f1fb-5726-4f28-97ad-669aaffb002d.png],"[{u'system': u'tvpg', u'value': u'TV-Y7'}]",G,"[Kids & Family, Animation]",Kids & Family,Animation,-4.580227851867676,13.515210151672363,8.911741256713867
11,463228,movie,Black Coffee,2013,[http://images.adrise.tv/ZXj0yQjWq7LQHCj_SSw1fQcszbg=/400x574/smart/img.adrise.tv/7acce24f-0f0e-4712-80b0-ce0123220b9c.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Romance, Comedy]",Comedy,Romance,6.170025825500488,5.931576251983643,-12.714940071105957
12,367616,movie,#1 Cheerleader Camp,2010,[http://images.adrise.tv/hwOptTCBU3SXTe-FLXTPNUPjWpg=/400x574/smart/img.adrise.tv/d7fa6d45-2332-408c-a315-0daed427bd0f.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,[Comedy],Comedy,Comedy,-12.637649536132812,-1.5275704860687256,8.335185050964355
13,442094,movie,Den of Lions,2002,[http://images.adrise.tv/O2B8yl7mMQq2OCjy3AVnyErQdE4=/400x574/smart/img.adrise.tv/e0cafe97-fe0d-49b9-9bf9-9b6f0c809b2f.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Thriller],Thriller,Thriller,4.8694281578063965,-6.215126037597656,-6.429660797119141
14,303157,movie,Paranormal Activity 4,2012,[http://images.adrise.tv/Oe9OtKUDl_xUXPG3JYTtew28ilc=/400x574/smart/img.adrise.tv/81748e8c-1ff6-4642-a460-801ff5efcd0d.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Horror],Horror,Horror,0.6617282629013062,-19.34616470336914,4.08469295501709
15,461499,movie,Lost Treasure of the Maya,2008,[http://images.adrise.tv/p8g4yZdLOEmSB9empK8NvdFg3vo=/400x574/smart/img.adrise.tv/199e65e2-3696-4a8f-a284-c2d881eecd1c.png],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,[Action],Action,Action,1.1185165643692017,-4.368284702301025,9.249890327453613
16,02100,series,SonicX,2003,[http://images.adrise.tv/PxBAUUzWqZTGKgyIbTyd8SQdXrc=/400x574/smart/img.adrise.tv/00a0d36d-c65b-4da0-a94f-8dc88a2c21b7.jpg],"[{u'system': u'tvpg', u'value': u'TV-G'}]",G,"[Adventure, Kids & Family, Animation]",Adventure,Animation,-5.691678047180176,12.935298919677734,8.90343952178955
17,460934,movie,A Family on Edge,2018,[http://images.adrise.tv/u7yRcTR3RDad5udZ-IMdRNUPFDc=/400x574/smart/img.adrise.tv/f983b2f5-e9aa-47e1-ac41-b0715b723442.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Drama],Drama,Drama,4.082554817199707,3.1905877590179443,-16.154808044433594
18,463810,movie,Any Bullet Will Do,2018,[http://images.adrise.tv/VcyEI0z2TVKz4oitA9FTppa3X5s=/400x574/smart/img.adrise.tv/74e83a4a-8ff9-4db5-9328-19c320a992e7.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Drama, Western]",Drama,Western,1.7795084714889526,-0.22312845289707184,1.9628740549087524
19,255739,movie,A Monster in Paris,2011,[http://images.adrise.tv/1Jba46ipEqrLALv5j27Fv8arLis=/400x574/smart/img.adrise.tv/8336f54b-60a0-4dfb-a227-3f181ce9ad53.png],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Adventure, Animation, Kids & Family]",Adventure,Animation,-6.125700950622559,15.745016098022461,4.563202381134033
20,462513,movie,Gray Matters,2006,[http://images.adrise.tv/MufwzZeh4Oov7l2CZ7pAfPdYiA8=/400x574/smart/img.adrise.tv/6f39e18c-38ad-4d53-bf13-4d95cc4cc3da.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Romance, Comedy]",Comedy,Romance,-7.050670623779297,1.5352120399475098,-3.7731335163116455
21,468778,movie,You Bury Your Own,2015,[http://images.adrise.tv/bNFNt3gQgeS-Z6tj5rB1cqHhp0o=/400x574/smart/img.adrise.tv/d43e833a-2c7c-4636-a365-0101540f2e5c.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}, {u'system': u'tvpg', u'value': u'TV-MA'}]",PG-13,"[Thriller, Mystery]",Thriller,Mystery,4.778656005859375,-8.338874816894531,-2.953493356704712
22,468779,movie,Caught in the Game,2015,[http://images.adrise.tv/mmoHMJiC0HvJ8ITv_sS-82jlN9g=/400x574/smart/img.adrise.tv/0fec3b71-1773-4950-86f4-d18e6b18982a.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}, {u'system': u'tvpg', u'value': u'TV-MA'}]",PG-13,[Drama],Drama,Drama,4.852535247802734,1.9849661588668823,-13.028818130493164
23,03736,series,Bachelor in Paradise,2018,[http://images.adrise.tv/EGp2elOmQQqSMNAxBMRnRH-iT50=/400x574/smart/img.adrise.tv/09b7ff8c-91e4-470a-a7a6-8c95520c63ed.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,[Romance],Romance,Romance,-1.779922366142273,11.507375717163086,-5.70487642288208
24,462519,movie,What Doesn't Kill You,2008,[http://images.adrise.tv/EiXZMTlo_qiIZDGMqvoe-xx7h0s=/400x574/smart/img.adrise.tv/7c08ab50-2a0b-46f0-a3cb-11e445f8753b.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Crime, Drama]",Drama,Crime,2.3086166381835938,-5.626317501068115,-4.665061950683594
25,468774,movie,Edgar Allan Poe's Lighthouse Keeper,2016,[http://images.adrise.tv/tzMlLOAVN-8tH7DAq0DXKhCUeMk=/400x574/smart/img.adrise.tv/9e0d95c0-5541-48ac-b27a-20299f7d0066.jpg],"[{u'system': u'mpaa', u'value': u'R'}, {u'system': u'tvpg', u'value': u'TV-MA'}]",R,[Horror],Horror,Horror,-2.3014562129974365,-10.795104026794434,3.971147298812866
26,386245,movie,Deceptions of Love,2013,[http://images.adrise.tv/zaeRErbLL7EDqIH3J1baG2q4uiY=/400x574/smart/img.adrise.tv/c1cf3c9b-6ab2-4807-a20d-d939360c2edc.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Drama, Thriller]",Drama,Thriller,8.297900199890137,6.428826808929443,-16.446897506713867
27,466701,movie,Silent Trigger,1996,[http://images.adrise.tv/zUWr4NR95JazXGS_MzvWIFywxn4=/400x574/smart/img.adrise.tv/e8025041-fdfb-4441-8247-f4833e1f04f4.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Action, Drama, Thriller]",Drama,Thriller,-5.66212797164917,-2.3554580211639404,8.459113121032715
28,460162,movie,Running Scared,2006,[http://images.adrise.tv/Hr0LsvGktUi8I4Hpbav9Yqy8Xfc=/400x574/smart/img.adrise.tv/d720f8a8-e780-4b11-841a-02f9a6ce5493.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Thriller, Drama, Crime]",Drama,Crime,2.3513715267181396,-1.476618766784668,-3.0956180095672607
29,302361,movie,Frenemy,2010,[http://images.adrise.tv/6IAuiyphEDD42d5ZU8ynoqC3DI4=/400x574/smart/img.adrise.tv/e156974d-0f13-4ba6-ba75-86f3af9d98ac.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Comedy, Crime, Drama]",Drama,Crime,-5.787795066833496,5.712869644165039,0.03448494151234627
30,03712,series,Xena: Warrior Princess,1995,[http://images.adrise.tv/XZucjBhNZNbg9Eob3LBW6KiOBNY=/784x772:784x772/400x574/smart/img.adrise.tv/628f8966-3e3b-4a7a-a25c-a346bfd3f3e6.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,"[Action, Adventure, Fantasy]",Action,Fantasy,3.0005695819854736,4.751422882080078,6.242427825927734
31,466705,movie,Wild Horses,2015,[http://images.adrise.tv/PzRVi3_pZ3-TO_XZx7QK8URj5QU=/400x574/smart/img.adrise.tv/a88d9236-6357-4fb2-9cce-3ec809ec503a.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Western, Drama, Crime, Mystery, Independent]",Drama,Western,2.171520471572876,-3.2335097789764404,-1.1419355869293213
32,466704,movie,Jamesy Boy,2014,[http://images.adrise.tv/HuoRcCWQUcVeu7dC2HHX_1iMQN4=/400x574/smart/img.adrise.tv/c95c1506-ebdf-4afc-aa19-cee5d025e3d2.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Crime, Thriller, Drama]",Drama,Crime,3.4796478748321533,-1.5620195865631104,-4.021716117858887
33,03738,series,The Bachelor,2002,[http://images.adrise.tv/QqI_Rk1gkiy1duBqPKgTIR_u51k=/400x574/smart/img.adrise.tv/ba0d9212-5f7e-4ab2-921f-05c4153b925d.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,[Romance],Romance,Romance,-1.7892136573791504,11.5204439163208,-5.710236072540283
34,466706,movie,War of the Dead,2011,[http://images.adrise.tv/1pxWP93FY2RHYOyxnbeUd7kF1oI=/400x574/smart/img.adrise.tv/85b82ddc-713a-4439-a397-4fd4c02ab19c.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Action, War, Horror]",Action,War,1.7156630754470825,-7.560379981994629,8.840110778808594
35,466709,movie,Heatstroke,2013,[http://images.adrise.tv/YG1jGndgW4t01cZUXQ8NMnLQXyE=/400x574/smart/img.adrise.tv/bf909d48-84db-4791-ab34-891620857c00.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Action, Thriller, Drama]",Drama,Thriller,3.1106557846069336,-4.859633445739746,-1.4337913990020752
36,03328,series,Digimon Adventure,1998,[http://images.adrise.tv/UdBsE-0Koj4VId2xysUZNZSjSZ4=/400x574/smart/img.adrise.tv/335404ea-dd41-4911-b504-da6769b63136.png],"[{u'system': u'tvpg', u'value': u'TV-Y7'}]",G,"[Kids & Family, Animation]",Kids & Family,Animation,-5.598418712615967,13.359899520874023,9.694511413574219
37,03046,series,Unsolved Mysteries With Robert Stack,1987,[http://images.adrise.tv/KdycW398Adhs9RyzlSZm9DpkxT4=/400x574/smart/img.adrise.tv/9efd6c0a-4715-4c68-99f9-f6f9d2f00fef.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Crime, Mystery, Documentary]",Crime,Documentary,6.105359077453613,8.452536582946777,-2.065528154373169
38,304786,movie,See No Evil,2006,[http://images.adrise.tv/T0BeAprYmjLf9TFiC4i4eKudbQM=/400x574/smart/img.adrise.tv/30812533-9427-4b39-9692-ea561ed03af6.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Horror],Horror,Horror,0.4382854998111725,-16.628841400146484,2.452775001525879
39,301149,movie,Clifford,1994,[http://images.adrise.tv/hZgr-sWH7Evlk-_b1n0PEro5n9M=/400x574/smart/img.adrise.tv/5041e4d6-3036-4a6b-863f-dddbb234faf4.png],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,[Comedy],Comedy,Comedy,-4.40916633605957,5.489437580108643,3.0783047676086426
40,472147,movie,Cemetery Gates,2006,[http://images.adrise.tv/PuJGFxnLFH7tUv-DClXPxhbffJE=/400x574/smart/img.adrise.tv/3de708df-fcf8-4d94-81b2-a92736956215.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Horror, Action]",Action,Horror,-2.754528760910034,-12.025391578674316,9.423243522644043
41,03737,series,The Bachelorette,2003,[http://images.adrise.tv/dhN-N2BF4YcezDdHfG-VTlGGybE=/400x574/smart/img.adrise.tv/d53d5c52-b7bb-42a4-a3f3-21641431042e.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,[Romance],Romance,Romance,-1.8041086196899414,11.519083976745605,-5.708477020263672
42,316452,movie,Good Hair,2009,[http://images.adrise.tv/sztK3gyaJhvRILnx8b2dCHNixtY=/400x574/smart/img.adrise.tv/ab587f88-20ae-4b3f-ba3c-ac4ec8c5d771.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Comedy, Documentary]",Comedy,Documentary,2.3623108863830566,6.688589096069336,-9.59526252746582
43,460600,movie,A Miami Love Story,2017,[http://images.adrise.tv/ITpG5vcIX-yLyn9WvCdxcJRVIIc=/400x574/smart/img.adrise.tv/40771e91-8ff3-4e6a-8303-725ac69f1cb3.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Thriller, Romance, Crime]",Thriller,Romance,4.8430681228637695,2.8804235458374023,-15.313404083251953
44,304788,movie,Texas Chainsaw,2013,[http://images.adrise.tv/xwQZZUUQRl9LnXBkunixvAPbgic=/400x574/smart/img.adrise.tv/d181cbe9-d1c2-42d4-85f3-93b41c5c9816.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Horror],Horror,Horror,3.0513851642608643,-12.631234169006348,4.253105163574219
45,468089,movie,Veronika Decides to Die,2015,[http://images.adrise.tv/Tp3HcBkjzCw-MDsZmHodmZzxgYo=/400x574/smart/img.adrise.tv/551088af-380f-4165-ac29-919d1cd60996.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Romance, Drama]",Drama,Romance,-2.9989137649536133,-2.6060307025909424,-5.036282539367676
46,02037,series,Real Chance of Love,2008,[http://images.adrise.tv/EyklOr4xMwKZ8956G3dQ1EvoaiI=/400x574/smart/img.adrise.tv/c573412d-a4ec-4177-96ca-6d61029fb88c.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Romance, Reality]",Romance,Reality,0.856057345867157,11.263081550598145,-8.366461753845215
47,382212,movie,Accidentally Engaged,2016,[http://images.adrise.tv/CyNfzuuYJZ_1ROshGohohJZ8RKc=/400x574/smart/img.adrise.tv/59ca0de6-e721-4962-aee7-1edb6d181342.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,"[Comedy, Romance]",Comedy,Romance,-8.254351615905762,3.7786507606506348,-4.496842861175537
48,468456,movie,Funny Money,2006,[http://images.adrise.tv/e3QQd2Ci6YV8ciG_M-d1jsMU2iY=/400x574/smart/img.adrise.tv/86451a57-8522-404b-86db-0f834d389518.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Comedy],Comedy,Comedy,-4.125610828399658,4.3707966804504395,2.903426170349121
49,464363,movie,The Emeryville Experiments,2018,[http://images.adrise.tv/AAqE5w_FbvX2l476RYvan-SPMi4=/400x574/smart/img.adrise.tv/f1f99a2a-fb6a-4714-9ae5-f8039e8bad1e.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,[],,,-3.0169570446014404,-10.926881790161133,4.845347881317139
50,467492,movie,Haunted,2017,[http://images.adrise.tv/sKxhQeOgtx1Evk0oDwDw51Xhh9Y=/400x574/smart/img.adrise.tv/11c26941-c254-460d-827f-0562a1156bd4.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Horror, Thriller]",Thriller,Horror,-1.9650709629058838,-11.432333946228027,4.511629104614258
51,312193,movie,Red Dawn,1984,[http://images.adrise.tv/YeuaYhaR_bgWm_wjiP2z-qsLN1M=/400x574/smart/img.adrise.tv/f6c2051a-37eb-4aa5-8694-de2b2e61226f.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Action, Drama, War]",Drama,War,1.2839678525924683,5.330916881561279,3.5636274814605713
52,302258,movie,Tank Girl,1995,[http://images.adrise.tv/Q5jBXyS0JPWep1OnYHCiQo-iD-k=/0x0:800x1143/400x574/smart/img.adrise.tv/9a2aa155-1af9-48e6-a86f-c3c1d2d89d6d.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Adventure, Comedy, Sci-Fi]",Comedy,Sci-Fi,-3.453378438949585,5.855844020843506,6.06342077255249
53,468458,movie,La Mission,2009,[http://images.adrise.tv/avKuHVS_C0G7DfG0Qzg0eYgyI6c=/400x574/smart/img.adrise.tv/6e3563a0-3ea3-4547-b043-09e702482c63.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Drama, Independent]",Drama,Independent,-1.5873101949691772,-4.4055633544921875,-0.40661361813545227
54,312196,movie,Showgirls,1995,[http://images.adrise.tv/Bx-6zdo8aeKjriXi8UnkLSgUhro=/400x574/smart/img.adrise.tv/cfd600a5-5ec3-4b9b-9545-ebdb8f0b701a.png],"[{u'system': u'mpaa', u'value': u'NC-17'}]",NC-17,[Drama],Drama,Drama,-11.362565994262695,0.22820596396923065,1.5234397649765015
55,312197,movie,Species II,1998,[http://images.adrise.tv/4_UPPsTH5LFbRa9jK3AkWLr7tvU=/400x574/smart/img.adrise.tv/8108eae5-0e17-48e3-be15-3b32262ed8ed.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Action, Horror, Sci-Fi]",Action,Sci-Fi,0.7317726016044617,-12.543659210205078,10.795719146728516
56,445539,movie,Streets,2010,[http://images.adrise.tv/NEZNIBjoQr8QkX8YoY-krs9akGU=/400x574/smart/img.adrise.tv/c413027b-10f5-4e5b-b83c-d2f7aee063ed.png],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Drama, Crime]",Drama,Crime,1.8457986116409302,4.802028656005859,-14.275832176208496
57,02072,series,Storage Wars: Texas,2011,[http://images.adrise.tv/4Imd6sAZ0xVvogmQEv8XbCsQRyg=/400x574/smart/img.adrise.tv/cb7e058e-5871-4d1a-93bf-8f30655b7c38.jpg],"[{u'system': u'tvpg', u'value': u'TV-PG'}]",PG,[Reality],Reality,Reality,3.3009769916534424,11.619915962219238,-2.6508398056030273
58,439504,movie,Cocaine Cowboys,2006,[http://images.adrise.tv/jN6du3_hzfXkhOkoE31EBeN3Rjs=/400x574/smart/img.adrise.tv/5af319a0-8d81-4b0f-b528-3a9616ef890a.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Crime, Documentary]",Crime,Documentary,8.657567977905273,5.956124305725098,-5.451231956481934
59,0336,series,I Love New York,2007,[http://images.adrise.tv/DNIsTJut2TrDfSVv0KmKqDoG7k0=/400x574/smart/img.adrise.tv/c5bcb863-967d-4616-a8f1-0490cfa88868.png],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,[Reality],Reality,Reality,1.1907744407653809,11.111064910888672,-8.31689453125
60,0337,series,McLeod's Daughters,2001,[http://images.adrise.tv/vz1T7DQ9aRx6XV2VRwge6goW300=/400x574/smart/img.adrise.tv/dc13f742-301a-407b-854f-694eb0586345.png],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,[Drama],Drama,Drama,-5.0034589767456055,3.670727014541626,-5.133011817932129
61,0335,series,For the Love of Ray J,2009,[http://images.adrise.tv/VX3NOhEnVjLZRiOJ6DKzmjMu92g=/400x574/smart/img.adrise.tv/9df8ab0c-5f80-47c7-99b2-129005e92957.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Romance, Reality]",Romance,Reality,0.8224591612815857,11.62675952911377,-8.306693077087402
62,460057,movie,Marauders,2016,[http://images.adrise.tv/m2wggPX2LCJsC-VK6hPZIAc8MLU=/400x574/smart/img.adrise.tv/602c6011-0fd4-494e-b1c3-c7be17925ee8.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Crime, Thriller, Action]",Action,Crime,2.7514142990112305,-8.3214750289917,-7.038668155670166
63,469130,movie,Code Name: The Cleaner,2007,[http://images.adrise.tv/RAJWMf_xWO_Wkc9R9SUdFFcEx5w=/400x574/smart/img.adrise.tv/73ac9e90-f1da-4cc1-947a-7676afb67f81.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Comedy, Action]",Action,Comedy,1.0788497924804688,5.108132839202881,-8.033132553100586
64,376072,movie,My Five Wives,0,[http://images.adrise.tv/laxEkQ7iEyGItrT25R6_Nu1qbmk=/400x574/smart/img.adrise.tv/5de3eeda-1457-4e7a-bbab-1d8634db1ba2.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Comedy],Comedy,Comedy,-3.306087017059326,4.887131214141846,2.3753342628479004
65,447439,movie,Underclassman,2004,[http://images.adrise.tv/DX497rnnez7AQ8GELQifA-Q3bK0=/400x574/smart/img.adrise.tv/2b6562c6-00c3-488b-982f-b8cf54404e94.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Action, Comedy, Crime]",Action,Crime,-1.0354293584823608,6.509532928466797,-12.185243606567383
66,467942,movie,Blood of Redemption,2013,[http://images.adrise.tv/4NlKqM9kQCpW5Yav9OE75h9Ym_o=/400x574/smart/img.adrise.tv/678db63a-4484-452f-8485-a6145949c219.jpg],"[{u'system': u'tvpg', u'value': u'TV-MA'}]",R,"[Action, Crime, Thriller]",Action,Crime,5.748847484588623,-5.772737979888916,-2.2852976322174072
67,342032,movie,10.0 Earthquake,2014,[http://images.adrise.tv/qDahRM1eSis1cqfpii9Sm0NytAM=/400x574/smart/img.adrise.tv/b418e5ed-26ca-4045-8533-646e79fd67eb.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Action, Adventure, Drama]",Drama,Adventure,-1.985660433769226,-5.7209062576293945,13.014921188354492
68,03787,series,The Firm,2011,[http://images.adrise.tv/m_NkPxCr3doqfmAGVXovonUhRoc=/400x574/smart/img.adrise.tv/12d52592-7c8e-4d79-acab-fba48610a1ab.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Action, Crime, Drama]",Drama,Crime,-0.8937903046607971,-1.8365466594696045,-3.4982917308807373
69,439564,movie,Prozac Nation,2000,[http://images.adrise.tv/Dg_k5e29xWMQlnPLkQrRzp34AgA=/400x574/smart/img.adrise.tv/04387833-16f8-4c94-a2f0-062098a01ac6.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,[Drama],Drama,Drama,-10.188817024230957,-0.513390302658081,1.5640639066696167
70,461827,movie,The Burning Plain,2008,[http://images.adrise.tv/IEneBJjMS0zPMC6TxjCrKLKeVVc=/400x574/smart/img.adrise.tv/ce773bf2-c148-4da8-944a-d55fc4d29894.jpg],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Romance, Drama]",Drama,Romance,-3.89461088180542,-4.230484485626221,-3.238603353500366
71,462774,movie,Resurrecting the Champ,2007,[http://images.adrise.tv/fIzu_Xrfgn3IvnGcSrWGB4ZLPD8=/656x779:656x779/400x574/smart/img.adrise.tv/cf5d945f-4628-4cd3-8d9c-7327967608f1.jpg],"[{u'system': u'mpaa', u'value': u'PG-13'}]",PG-13,"[Drama, Sport]",Drama,Sport,3.510667085647583,-1.639793038368225,-3.773205518722534
72,280614,movie,The Original Kings of Comedy,2000,[http://images.adrise.tv/PZa9I_uqaVF_DM3h-cPVQDzMCc4=/400x574/smart/img.adrise.tv/c0a11a47-02fc-4d55-9ca6-cc073244ff46.png],"[{u'system': u'mpaa', u'value': u'R'}]",R,"[Comedy, Documentary]",Comedy,Documentary,1.3825589418411255,5.9641828536987305,-10.143506050109863
73,03789,series,Treasure Island,2012,[http://images.adrise.tv/g1tVb0I3UmJu0m8Nf-YIsPkoS4c=/400x574/smart/img.adrise.tv/4bbc81a3-fe82-40de-8c13-a92f9fab3f55.jpg],"[{u'system': u'tvpg', u'value': u'TV-14'}]",PG-13,"[Action, Adventure, Drama]",Drama,Adventure,-2.4174187183380127,-1.7230039834976196,6.932626247406006
74,441247,movie,Wish Upon a Star,1996,[http://images.adrise.tv/LUXjFZQOs9uw8ThngY2ZfjjBtd0=/400x574/smart/img.adrise.tv/0c94f88f-a593-4f5b-8467-10474afacde1.jpg],"[{u'system': u'mpaa', u'value': u'PG'}]",PG,"[Fantasy, Comedy]",Comedy,Fantasy,-9.621620178222656,6.520203590393066,2.966801404953003
